,annee,patho_niv1,patho_niv2,patho_niv3,top,comorbidite,libelle_comorbidite,region,dept,Ncomorb,Ntop,Proportion_comorb,patho_niv2_comorb,patho_niv3_comorb,patho_niv1_comorb,Niveau prioritaire
6850,2021,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Maladies inflammatoires chroniques intestinales,IFL_MIC_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,410.0,293430.0,0.001404,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
6870,2021,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Polyarthrite rhumatoïde ou maladies apparentées,IFL_PRM_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1550.0,311130.0,0.004979,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
6893,2021,Maladies inflammatoires ou rares ou infection VIH,Maladies inflammatoires chroniques,Spondylarthrite ankylosante ou maladies apparentées,IFL_SPA_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,390.0,243670.0,0.001584,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
6912,2021,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,,RAR_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,330.0,191660.0,0.001727,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
6929,2021,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Hémophilie ou troubles de l'hémostase graves,RAR_HTH_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,300.0,59940.0,0.004972,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
6934,2021,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Hémophilie ou troubles de l'hémostase graves,RAR_HTH_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,150.0,59940.0,0.002569,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
6959,2021,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Maladies métaboliques héréditaires ou amylose,RAR_MMH_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,260.0,122980.0,0.002114,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
6964,2021,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Mucoviscidose,RAR_MUC_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,,9170.0,,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
6968,2021,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Mucoviscidose,RAR_MUC_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,,9170.0,,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
6977,2021,Maladies inflammatoires ou rares ou infection VIH,Maladies rares,Mucoviscidose,RAR_MUC_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,20.0,9170.0,0.002291,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
6984,2021,Maladies neurologiques,,,NEU_CAT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,187540.0,1840740.0,0.101882,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),1
6990,2021,Maladies neurologiques,,,NEU_CAT_CAT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,8590.0,1840740.0,0.004664,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,1
6993,2021,Maladies neurologiques,,,NEU_CAT_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,4560.0,1840740.0,0.002475,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,1
6996,2021,Maladies neurologiques,Autres affections neurologiques,Autres affections neurologiques,NEU_AUT_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,21040.0,192530.0,0.109294,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
7018,2021,Maladies neurologiques,Démences (dont maladie d'Alzheimer),Démences (dont maladie d'Alzheimer),NEU_DEM_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,73960.0,711100.0,0.104011,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
7032,2021,Maladies neurologiques,Démences (dont maladie d'Alzheimer),Démences (dont maladie d'Alzheimer),NEU_DEM_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1980.0,711100.0,0.002786,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
7034,2021,Maladies neurologiques,Lésion médullaire,Lésion médullaire,NEU_LME_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,,96780.0,,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
7036,2021,Maladies neurologiques,Lésion médullaire,Lésion médullaire,NEU_LME_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,10860.0,96780.0,0.112235,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
7048,2021,Maladies neurologiques,Lésion médullaire,Lésion médullaire,NEU_LME_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,240.0,96780.0,0.002428,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
7063,2021,Maladies neurologiques,Maladie de Parkinson,Maladie de Parkinson,NEU_PRK_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,1300.0,270570.0,0.004808,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
7089,2021,Maladies neurologiques,Myopathie ou myasthénie,Myopathie ou myasthénie,NEU_MMY_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,160.0,51710.0,0.003094,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
7097,2021,Maladies neurologiques,Sclérose en plaques,Sclérose en plaques,NEU_SEP_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,7100.0,122380.0,0.057983,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
7121,2021,Maladies neurologiques,Épilepsie,Épilepsie,NEU_EPI_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1590.0,514400.0,0.003099,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
7122,2021,Maladies neurologiques,Épilepsie,Épilepsie,NEU_EPI_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,1450.0,514400.0,0.002811,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
7143,2021,Maladies psychiatriques,Autres troubles psychiatriques,Autres troubles psychiatriques,PSY_AUT_IND,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,42010.0,393800.0,0.106668,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
7169,2021,Maladies psychiatriques,Déficience mentale,Déficience mentale,PSY_DME_IND,MCV_EPU_IND,Embolie pulmonaire,99,999,210.0,138720.0,0.001507,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
7174,2021,Maladies psychiatriques,Déficience mentale,Déficience mentale,PSY_DME_IND,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,40.0,138720.0,0.000317,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
7178,2021,Maladies psychiatriques,Troubles addictifs,Troubles addictifs,PSY_ADD_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,126250.0,681050.0,0.185375,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
7197,2021,Maladies psychiatriques,Troubles addictifs,Troubles addictifs,PSY_ADD_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,2990.0,681050.0,0.004389,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
7216,2021,Maladies psychiatriques,Troubles névrotiques et de l'humeur,Troubles névrotiques et de l'humeur,PSY_TNH_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,3550.0,1401230.0,0.002536,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
7235,2021,Maladies psychiatriques,Troubles psychiatriques débutant dans l'enfance,Troubles psychiatriques débutant dans l'enfance,PSY_ENF_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,20.0,218760.0,0.000105,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
7258,2021,Maladies psychiatriques,Troubles psychotiques,Troubles psychotiques,PSY_PSC_IND,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1320.0,484010.0,0.002719,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
7290,2021,Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),MAT_CAT_INC,MCV_EPU_IND,Embolie pulmonaire,99,999,380.0,1252470.0,0.000303,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
7294,2021,Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),Maternité (avec ou sans pathologies),MAT_CAT_INC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,40.0,1252470.0,3.2e-05,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
7295,2021,"Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire","Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire","Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire",POP_TOT_ABS,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,,38347490.0,,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
7303,2021,"Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire","Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire","Pas de pathologie repérée, traitement, maternité, hospitalisation ou traitement antalgique ou anti-inflammatoire",POP_TOT_ABS,MCV_EPU_IND,Embolie pulmonaire,99,999,,38347490.0,,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"1,2,3"
7315,2021,"Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)","Traitement antalgique ou anti-inflammatoire (hors pathologies, traitements, maternité ou hospitalisations)",TAA_CAT_EXC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,,999530.0,,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"1,2,3"
7365,2021,Traitements du risque vasculaire (hors pathologies),Traitements antihypertenseurs (hors pathologies),Traitements antihypertenseurs (hors pathologies),TFC_HTA_EXC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,13210.0,7227100.0,0.001827,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
7385,2021,Traitements du risque vasculaire (hors pathologies),Traitements hypolipémiants (hors pathologies),Traitements hypolipémiants (hors pathologies),TFC_LIP_EXC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,6730.0,3070240.0,0.002193,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
7403,2021,Traitements psychotropes (hors pathologies),,,TPS_CAT_EXC,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,26710.0,5736510.0,0.004656,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,1
7426,2021,Traitements psychotropes (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),TPS_ADR_EXC,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,10640.0,3189990.0,0.003335,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
7427,2021,Traitements psychotropes (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),Traitements antidépresseurs ou régulateurs de l'humeur (hors pathologies),TPS_ADR_EXC,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,6800.0,3189990.0,0.002133,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,"2,3"
7440,2021,Traitements psychotropes (hors pathologies),Traitements anxiolytiques (hors pathologies),Traitements anxiolytiques (hors pathologies),TPS_ANX_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,7520.0,3161520.0,0.002377,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
7446,2021,Traitements psychotropes (hors pathologies),Traitements hypnotiques (hors pathologies),Traitements hypnotiques (hors pathologies),TPS_HYP_EXC,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,168410.0,1177680.0,0.143005,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"2,3"
7476,2021,Traitements psychotropes (hors pathologies),Traitements neuroleptiques (hors pathologies),Traitements neuroleptiques (hors pathologies),TPS_NLE_EXC,MCV_EPU_IND,Embolie pulmonaire,99,999,1250.0,329850.0,0.003802,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,"2,3"
7477,2021,Traitements psychotropes (hors pathologies),Traitements neuroleptiques (hors pathologies),Traitements neuroleptiques (hors pathologies),TPS_NLE_EXC,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,910.0,329850.0,0.00275,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,"2,3"
7485,2018,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,Affections de longue durée (dont 31 et 32) pour d'autres causes,ALD_CAT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,221960.0,1728500.0,0.128414,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),"1,2,3"
7528,2018,Cancers,Autres cancers,,CAN_AUT_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,205870.0,1733460.0,0.11876,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),2
7552,2018,Cancers,Autres cancers,Autres cancers actifs,CAN_AUT_ACT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,9960.0,852950.0,0.011679,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
7562,2018,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,97440.0,880510.0,0.110658,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
7570,2018,Cancers,Autres cancers,Autres cancers sous surveillance,CAN_AUT_SUR,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,5420.0,880510.0,0.006152,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
7588,2018,Cancers,Cancer bronchopulmonaire,,CAN_BPU_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,1870.0,147280.0,0.012676,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
7595,2018,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,CAN_BPU_ACT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,,95250.0,,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
7615,2018,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,CAN_BPU_SUR,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,,52040.0,,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
7616,2018,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,CAN_BPU_SUR,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,23390.0,52040.0,0.449554,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
7627,2018,Cancers,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,CAN_BPU_SUR,MCV_EPU_IND,Embolie pulmonaire,99,999,280.0,52040.0,0.005285,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
7632,2018,Cancers,Cancer colorectal,,CAN_CRE_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,43560.0,370520.0,0.117555,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),2
7640,2018,Cancers,Cancer colorectal,,CAN_CRE_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1900.0,370520.0,0.005125,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
7657,2018,Cancers,Cancer colorectal,Cancer colorectal actif,CAN_CRE_ACT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1500.0,154100.0,0.00976,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
7677,2018,Cancers,Cancer colorectal,Cancer colorectal sous surveillance,CAN_CRE_SUR,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,1400.0,216420.0,0.006469,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
7680,2018,Cancers,Cancer colorectal,Cancer colorectal sous surveillance,CAN_CRE_SUR,MCV_EPU_IND,Embolie pulmonaire,99,999,640.0,216420.0,0.002948,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,3
7684,2018,Cancers,Cancer de la prostate,,CAN_PRO_CAT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,63510.0,529080.0,0.120043,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),2
7694,2018,Cancers,Cancer de la prostate,,CAN_PRO_CAT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,2300.0,529080.0,0.004338,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,2
7695,2018,Cancers,Cancer de la prostate,,CAN_PRO_CAT,MCV_EPU_IND,Embolie pulmonaire,99,999,1700.0,529080.0,0.003215,Embolie pulmonaire,Embolie pulmonaire,Maladies cardioneurovasculaires,2
7705,2018,Cancers,Cancer de la prostate,Cancer de la prostate actif,CAN_PRO_ACT,RES_CAT_EXC,Maladies respiratoires chroniques (hors mucoviscidose),99,999,25850.0,220390.0,0.117276,Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),Maladies respiratoires chroniques (hors mucoviscidose),3
7714,2018,Cancers,Cancer de la prostate,Cancer de la prostate actif,CAN_PRO_ACT,CAN_BPU_ACT,Cancer bronchopulmonaire actif,99,999,1420.0,220390.0,0.006461,Cancer bronchopulmonaire,Cancer bronchopulmonaire actif,Cancers,3
7718,2018,Cancers,Cancer de la prostate,Cancer de la prostate actif,CAN_PRO_ACT,CAN_BPU_SUR,Cancer bronchopulmonaire sous surveillance,99,999,800.0,220390.0,0.003616,Cancer bronchopulmonaire,Cancer bronchopulmonaire sous surveillance,Cancers,3
